epoch,accuracy,loss,val_accuracy,val_loss
0,0.3728203773498535,1.3316481113433838,0.4438040256500244,1.258650541305542
1,0.6291170716285706,1.015101671218872,0.6657060384750366,0.9141597747802734
2,0.7780237793922424,0.61211097240448,0.7146974205970764,0.7902719378471375
3,0.8386382460594177,0.4354003071784973,0.6916426420211792,0.7631097435951233
4,0.8760033249855042,0.3408230245113373,0.6945244669914246,0.8084540963172913
5,0.9020204544067383,0.2792619466781616,0.6829971075057983,0.8381682634353638
6,0.924993097782135,0.23334664106369019,0.6916426420211792,0.8624898791313171
7,0.9391087889671326,0.1917732059955597,0.6945244669914246,0.9129828810691833
8,0.948519229888916,0.16882483661174774,0.6974063515663147,0.951313316822052
9,0.9579296708106995,0.14277276396751404,0.6858789920806885,1.0011168718338013
10,0.9609742760658264,0.12934242188930511,0.6772334575653076,1.079142451286316
11,0.9667866230010986,0.11936838924884796,0.6945244669914246,1.1219443082809448
12,0.9709382653236389,0.10846837610006332,0.6829971075057983,1.1285898685455322
13,0.971491813659668,0.09822074323892593,0.6829971075057983,1.1466333866119385
14,0.971491813659668,0.10515758395195007,0.6858789920806885,1.161428451538086
15,0.9731525182723999,0.08978624641895294,0.680115282535553,1.2499808073043823
16,0.974259614944458,0.0869038850069046,0.6858789920806885,1.2354751825332642
17,0.973706066608429,0.08465135842561722,0.6858789920806885,1.291828989982605
18,0.973429262638092,0.08020897209644318,0.6858789920806885,1.280756950378418
19,0.9784113168716431,0.07167775928974152,0.6858789920806885,1.314589262008667
20,0.9761970639228821,0.0772259384393692,0.6628242135047913,1.330246090888977
21,0.9786880612373352,0.0732148140668869,0.680115282535553,1.4124915599822998
22,0.9775809645652771,0.06880442798137665,0.6858789920806885,1.3902395963668823
23,0.9789648652076721,0.06695260107517242,0.6714697480201721,1.4267029762268066
24,0.977027416229248,0.07324980944395065,0.7031700015068054,1.4093334674835205
